Report Type,Class,Year,Season,Month,State
Report,Class B,2005,Summer,July,Washington
Report,Class B,2005,Summer,August,Washington
Report,Class B,2005,Summer,August,Washington
Report,Class B,2005,Summer,July,Washington
Report,Class B,2005,Summer,September,Washington
Report,Class B,2005,Summer,July,Washington
Report,Class B,2005,Summer,August,Washington
Report,Class B,2005,Summer,July,Washington
Report,Class B,2005,Summer,August,Vermont
Report,Class B,2005,Summer,August,Utah
Report,Class B,2005,Summer,August,Utah
Report,Class B,2005,Summer,August,Texas
Report,Class B,2005,Summer,May,Texas
Report,Class A,2005,Summer,,Tennessee
Report,Class A,2005,Summer,July,South Carolina
Report,Class A,2005,Summer,July,Pennsylvania
Report,Class B,2005,Summer,June,Oregon
Report,Class B,2005,Summer,July,Oregon
Report,Class A,2005,Summer,July,Oklahoma
Report,Class B,2005,Summer,August,Ohio
Report,Class B,2005,Summer,August,Ohio
Report,Class A,2005,Summer,September,Ohio
Report,Class B,2005,Summer,July,Ohio
Report,Class A,2005,Summer,August,North Dakota
Report,Class B,2005,Summer,July,North Carolina
Report,Class B,2005,Summer,August,New Mexico
Report,Class B,2005,Summer,June,New Mexico
Report,Class B,2005,Summer,August,New Mexico
Report,Class A,2005,Summer,August,Nebraska
Report,Class A,2005,Summer,August,Missouri
Report,Class B,2005,Summer,June,Michigan
Report,Class B,2005,Summer,June,Kentucky
Report,Class A,2005,Summer,July,Kentucky
Report,Class A,2005,Summer,July,Kentucky
Report,Class A,2005,Summer,,Illinois
Report,Class A,2005,Summer,June,Illinois
Report,Class A,2005,Summer,July,Idaho
Report,Class B,2005,Summer,August,Georgia
Report,Class B,2005,Summer,July,Georgia
Report,Class A,2005,Summer,June,Florida
Report,Class A,2005,Summer,June,Florida
Report,Class B,2005,Summer,July,Florida
Report,Class B,2005,Summer,August,Florida
Report,Class B,2005,Summer,,Connecticut
Report,Class B,2005,Summer,September,Colorado
Report,Class B,2005,Summer,August,California
Report,Class A,2005,Summer,August,California
Report,Class B,2005,Summer,July,California
Report,Class B,2005,Summer,July,California
Report,Class B,2005,Summer,July,California
Report,Class A,2005,Summer,August,California
Report,Class A,2005,Summer,August,California
Report,Class B,2005,Summer,,Arizona
Report,Class B,2005,Summer,July,Arizona
Report,Class A,2005,Summer,June,Alabama
Report,Class A,2005,Winter,November,Wyoming
Report,Class A,2005,Winter,January,Wisconsin
Report,Class A,2005,Winter,January,West Virginia
Report,Class A,2005,Winter,December,West Virginia
Report,Class B,2005,Winter,November,Washington
Report,Class A,2005,Winter,January,Utah
Report,Class B,2005,Winter,February,Texas
Report,Class A,2005,Winter,January,Texas
Report,Class B,2005,Winter,February,Tennessee
Report,Class B,2005,Winter,February,South Carolina
Report,Class B,2005,Winter,March,Oregon
Report,Class A,2005,Winter,January,Oklahoma
Report,Class B,2005,Winter,February,Oklahoma
Report,Class A,2005,Winter,February,Ohio
Report,Class A,2005,Winter,February,Ohio
Report,Class A,2005,Winter,January,Ohio
Report,Class A,2005,Winter,February,North Carolina
Report,Class B,2005,Winter,February,New York
Report,Class A,2005,Winter,January,New Mexico
Report,Class A,2005,Winter,January,New Mexico
Report,Class A,2005,Winter,December,New Jersey
Report,Class B,2005,Winter,February,Nevada
Report,Class B,2005,Winter,January,Montana
Report,Class B,2005,Winter,February,Minnesota
Report,Class A,2005,Winter,December,Louisiana
Report,Class B,2005,Winter,November,Georgia
Report,Class B,2005,Winter,February,Florida
Report,Class A,2005,Winter,December,Colorado
Report,Class B,2005,Winter,January,California
Report,Class A,2005,Winter,December,Arkansas
Report,Class B,2005,Winter,December,Arkansas
Report,Class A,2005,Winter,January,Alabama
Report,Class B,2005,Winter,February,Alabama
Report,Class B,2004,Fall,November,Wisconsin
Report,Class A,2004,Fall,November,West Virginia
Report,Class B,2004,Fall,October,West Virginia
Report,Class A,2004,Fall,October,West Virginia
Report,Class B,2004,Fall,October,Washington
Report,Class B,2004,Fall,September,Washington
Report,Class B,2004,Fall,October,Washington
Report,Class B,2004,Fall,,Washington
Report,Class B,2004,Fall,November,Washington
Report,Class B,2004,Fall,September,Washington
Report,Class B,2004,Fall,October,Washington
Report,Class B,2004,Fall,October,Virginia
Report,Class A,2004,Fall,October,Utah
Report,Class A,2004,Fall,,Texas
Report,Class B,2004,Fall,November,Texas
Report,Class B,2004,Fall,October,Texas
Report,Class A,2004,Fall,October,Texas
Report,Class B,2004,Fall,September,Texas
Report,Class A,2004,Fall,November,Texas
Report,Class B,2004,Fall,November,Texas
Report,Class B,2004,Fall,October,South Carolina
Report,Class A,2004,Fall,November,Pennsylvania
Report,Class A,2004,Fall,October,Pennsylvania
Report,Class B,2004,Fall,September,Oregon
Report,Class A,2004,Fall,October,Oregon
Report,Class B,2004,Fall,September,Oregon
Report,Class A,2004,Fall,September,Oregon
Report,Class A,2004,Fall,October,Oklahoma
Report,Class B,2004,Fall,October,Oklahoma
Report,Class B,2004,Fall,November,New York
Report,Class B,2004,Fall,October,New Mexico
Report,Class A,2004,Fall,,New Jersey
Report,Class A,2004,Fall,November,Missouri
Report,Class B,2004,Fall,October,Michigan
Report,Class A,2004,Fall,October,Illinois
Report,Class A,2004,Fall,September,Illinois
Report,Class A,2004,Fall,October,Georgia
Report,Class A,2004,Fall,September,Florida
Report,Class A,2004,Fall,October,Colorado
Report,Class B,2004,Fall,November,California
Report,Class A,2004,Fall,October,Arkansas
Report,Class B,2004,Fall,October,Arizona
Report,Class B,2004,Spring,April,Wisconsin
Report,Class A,2004,Spring,May,Texas
Report,Class A,2004,Spring,May,Texas
Report,Class B,2004,Spring,June,Texas
Report,Class A,2004,Spring,April,Texas
Report,Class B,2004,Spring,March,Tennessee
Report,Class A,2004,Spring,May,Pennsylvania
Report,Class B,2004,Spring,June,Oregon
Report,Class A,2004,Spring,April,Oklahoma
Report,Class B,2004,Spring,April,Oklahoma
Report,Class B,2004,Spring,April,Ohio
Report,Class B,2004,Spring,April,Ohio
Report,Class A,2004,Spring,March,Ohio
Report,Class B,2004,Spring,April,North Carolina
Report,Class A,2004,Spring,May,New York
Report,Class B,2004,Spring,June,New Mexico
Report,Class A,2004,Spring,March,Montana
Report,Class A,2004,Spring,June,Missouri
Report,Class A,2004,Spring,March,Michigan
Report,Class A,2004,Spring,April,Kentucky
Report,Class B,2004,Spring,April,Kansas
Report,Class A,2004,Spring,April,Indiana
Report,Class A,2004,Spring,April,Georgia
Report,Class A,2004,Spring,May,Georgia
Report,Class B,2004,Spring,,Florida
Report,Class A,2004,Spring,June,Florida
Report,Class B,2004,Spring,June,Colorado
Report,Class B,2004,Spring,May,California
Report,Class B,2004,Spring,June,California
Report,Class A,2004,Spring,March,Arkansas
Report,Class B,2004,Spring,June,Arkansas
Report,Class A,2004,Spring,April,Arizona
Report,Class B,2004,Spring,March,Alabama
Report,Class A,2004,Summer,June,Wisconsin
Report,Class B,2004,Summer,June,West Virginia
Report,Class A,2004,Summer,August,Washington
Report,Class B,2004,Summer,August,Washington
Report,Class A,2004,Summer,September,Washington
Report,Class A,2004,Summer,September,Washington
Report,Class A,2004,Summer,July,Washington
Report,Class A,2004,Summer,July,Washington
Report,Class B,2004,Summer,July,Washington
Report,Class B,2004,Summer,July,Washington
Report,Class A,2004,Summer,August,Washington
Report,Class A,2004,Summer,June,Washington
Report,Class B,2004,Summer,August,Washington
Report,Class B,2004,Summer,August,Utah
Report,Class B,2004,Summer,July,Utah
Report,Class A,2004,Summer,August,Texas
Report,Class A,2004,Summer,August,Texas
Report,Class A,2004,Summer,September,Tennessee
Report,Class B,2004,Summer,June,Oregon
Report,Class B,2004,Summer,August,Oregon
Report,Class B,2004,Summer,August,Oregon
Report,Class A,2004,Summer,August,Oregon
Report,Class A,2004,Summer,July,Oregon
Report,Class A,2004,Summer,September,Oregon
Report,Class B,2004,Summer,July,Oregon
Report,Class B,2004,Summer,August,Oregon
Report,Class A,2004,Summer,August,Oklahoma
Report,Class A,2004,Summer,September,Oklahoma
Report,Class A,2004,Summer,August,Ohio
Report,Class A,2004,Summer,August,Ohio
Report,Class B,2004,Summer,July,Ohio
Report,Class B,2004,Summer,August,Ohio
Report,Class A,2004,Summer,August,Ohio
Report,Class B,2004,Summer,July,Ohio
Report,Class B,2004,Summer,June,Ohio
Report,Class A,2004,Summer,June,North Carolina
Report,Class B,2004,Summer,,New York
Report,Class B,2004,Summer,June,New York
Report,Class B,2004,Summer,September,New York
Report,Class A,2004,Summer,August,New Mexico
Report,Class A,2004,Summer,July,New Mexico
Report,Class B,2004,Summer,September,New Hampshire
Report,Class A,2004,Summer,October,Nevada
Report,Class A,2004,Summer,July,Montana
Report,Class A,2004,Summer,June,Mississippi
Report,Class B,2004,Summer,June,Minnesota
Report,Class A,2004,Summer,July,Minnesota
Report,Class B,2004,Summer,August,Michigan
Report,Class A,2004,Summer,July,Iowa
Report,Class B,2004,Summer,June,Indiana
Report,Class A,2004,Summer,July,Illinois
Report,Class B,2004,Summer,June,Idaho
Report,Class B,2004,Summer,August,Idaho
Report,Class A,2004,Summer,,Georgia
Report,Class B,2004,Summer,July,Georgia
Report,Class A,2004,Summer,August,Florida
Report,Class B,2004,Summer,August,Colorado
Report,Class B,2004,Summer,September,California
Report,Class B,2004,Summer,June,California
Report,Class B,2004,Summer,July,California
Report,Class B,2004,Summer,July,California
Report,Class A,2004,Summer,August,California
Report,Class B,2004,Summer,July,Alaska
Report,Class A,2004,Summer,June,Alaska
Report,Class A,2004,Summer,August,Alabama
Report,Class B,2004,Winter,December,Wisconsin
Report,Class A,2004,Winter,December,West Virginia
Report,Class B,2004,Winter,January,West Virginia
Report,Class B,2004,Winter,December,Washington
Report,Class A,2004,Winter,November,Washington
Report,Class A,2004,Winter,December,Virginia
Report,Class A,2004,Winter,March,Utah
Report,Class A,2004,Winter,December,Utah
Report,Class B,2004,Winter,December,Texas
Report,Class A,2004,Winter,January,Texas
Report,Class A,2004,Winter,January,Texas
Report,Class B,2004,Winter,January,Texas
Report,Class A,2004,Winter,December,Tennessee
Report,Class B,2004,Winter,January,South Carolina
Report,Class B,2004,Winter,March,Pennsylvania
Report,Class B,2004,Winter,February,North Dakota
Report,Class A,2004,Winter,February,North Dakota
Report,Class B,2004,Winter,February,New York
Report,Class A,2004,Winter,December,New Mexico
Report,Class A,2004,Winter,December,Mississippi
Report,Class B,2004,Winter,January,Michigan
Report,Class B,2004,Winter,January,Idaho
Report,Class A,2004,Winter,January,Florida
Report,Class A,2004,Winter,January,Delaware
Report,Class B,2004,Winter,November,Connecticut
Report,Class B,2004,Winter,,Colorado
Report,Class A,2004,Winter,,California
Report,Class A,2004,Winter,January,California
Report,Class A,2004,Winter,January,California
Report,Class A,2004,Winter,January,Arkansas
Report,Class A,2004,Winter,February,Alaska
Report,Class A,2004,Winter,February,Alaska
Report,Class A,2004,Winter,March,Alabama
Report,Class A,2003,Fall,September,Wisconsin
Report,Class A,2003,Fall,November,West Virginia
Report,Class B,2003,Fall,September,Washington
Report,Class A,2003,Fall,November,Washington
Report,Class A,2003,Fall,September,Washington
Report,Class A,2003,Fall,December,Virginia
Report,Class B,2003,Fall,November,Virginia
Report,Class A,2003,Fall,September,Virginia
Report,Class B,2003,Fall,October,Virginia
Report,Class B,2003,Fall,November,Texas
Report,Class B,2003,Fall,October,Texas
Report,Class A,2003,Fall,November,Texas
Report,Class B,2003,Fall,October,Tennessee
Report,Class A,2003,Fall,October,South Dakota
Report,Class A,2003,Fall,November,South Dakota
Report,Class A,2003,Fall,October,South Carolina
Report,Class B,2003,Fall,November,Oregon
Report,Class B,2003,Fall,September,Oregon
Report,Class A,2003,Fall,November,Oregon
Report,Class A,2003,Fall,September,Ohio
Report,Class A,2003,Fall,October,Ohio
Report,Class B,2003,Fall,October,North Carolina
Report,Class B,2003,Fall,November,New York
Report,Class A,2003,Fall,September,New York
Report,Class A,2003,Fall,October,New Mexico
Report,Class A,2003,Fall,,New Jersey
Report,Class B,2003,Fall,September,Nebraska
Report,Class B,2003,Fall,November,Missouri
Report,Class A,2003,Fall,November,Michigan
Report,Class A,2003,Fall,November,Michigan
Report,Class A,2003,Fall,November,Kansas
Report,Class A,2003,Fall,October,Indiana
Report,Class A,2003,Fall,September,Illinois
Report,Class A,2003,Fall,October,Illinois
Report,Class A,2003,Fall,October,Idaho
Report,Class B,2003,Fall,October,Georgia
Report,Class A,2003,Fall,November,Georgia
Report,Class B,2003,Fall,October,Georgia
Report,Class B,2003,Fall,October,Florida
Report,Class A,2003,Fall,September,California
Report,Class A,2003,Fall,September,California
Report,Class A,2003,Fall,,California
Report,Class B,2003,Fall,November,California
Report,Class B,2003,Fall,October,California
Report,Class B,2003,Fall,October,California
Report,Class A,2003,Fall,September,California
Report,Class B,2003,Fall,September,California
Report,Class B,2003,Fall,September,Arizona
Report,Class B,2003,Fall,,Alabama
Report,Class A,2003,Spring,January,Wyoming
Report,Class B,2003,Spring,April,Wyoming
Report,Class B,2003,Spring,April,Wisconsin
Report,Class A,2003,Spring,May,Washington
Report,Class B,2003,Spring,April,Washington
Report,Class A,2003,Spring,April,Washington
Report,Class B,2003,Spring,April,Virginia
Report,Class B,2003,Spring,March,Utah
Report,Class A,2003,Spring,April,Texas
Report,Class A,2003,Spring,April,South Carolina
Report,Class B,2003,Spring,April,Ohio
Report,Class A,2003,Spring,May,Ohio
Report,Class A,2003,Spring,May,Ohio
Report,Class A,2003,Spring,May,Ohio
Report,Class B,2003,Spring,April,New Jersey
Report,Class A,2003,Spring,April,Missouri
Report,Class B,2003,Spring,,Michigan
Report,Class A,2003,Spring,March,Kansas
Report,Class A,2003,Spring,April,Idaho
Report,Class A,2003,Spring,July,Florida
Report,Class B,2003,Spring,March,Florida
Report,Class B,2003,Spring,June,Colorado
Report,Class A,2003,Spring,May,California
Report,Class A,2003,Spring,April,California
Report,Class B,2003,Spring,May,California
Report,Class B,2003,Spring,April,California
Report,Class B,2003,Summer,June,Wisconsin
Report,Class B,2003,Summer,July,West Virginia
Report,Class A,2003,Summer,August,Washington
Report,Class B,2003,Summer,June,Washington
Report,Class A,2003,Summer,June,Washington
Report,Class A,2003,Summer,August,Washington
Report,Class B,2003,Summer,September,Washington
Report,Class B,2003,Summer,June,Washington
Report,Class B,2003,Summer,June,Washington
Report,Class B,2003,Summer,August,Washington
Report,Class B,2003,Summer,July,Washington
Report,Class B,2003,Summer,August,Texas
Report,Class A,2003,Summer,July,Texas
Report,Class A,2003,Summer,June,Tennessee
Report,Class A,2003,Summer,July,Tennessee
Report,Class A,2003,Summer,July,Tennessee
Report,Class B,2003,Summer,August,South Dakota
Report,Class B,2003,Summer,September,Pennsylvania
Report,Class B,2003,Summer,August,Oregon
Report,Class B,2003,Summer,July,Oregon
Report,Class A,2003,Summer,June,Oregon
Report,Class B,2003,Summer,July,Oregon
Report,Class A,2003,Summer,June,Oklahoma
Report,Class B,2003,Summer,May,Oklahoma
Report,Class B,2003,Summer,,Ohio
Report,Class A,2003,Summer,September,Ohio
Report,Class A,2003,Summer,July,Ohio
