Report Type,Class,Year,Season,Month,State
Report,Class B,1987,Fall,November,New Mexico
Report,Class A,1987,Fall,October,Mississippi
Report,Class A,1987,Fall,October,Mississippi
Report,Class A,1987,Fall,November,Louisiana
Report,Class A,1987,Fall,October,Indiana
Report,Class B,1987,Fall,,Georgia
Report,Class B,1987,Fall,September,Georgia
Report,Class B,1987,Fall,November,Connecticut
Report,Class A,1987,Fall,October,Colorado
Report,Class B,1987,Fall,October,Colorado
Report,Class A,1987,Fall,September,California
Report,Class A,1987,Fall,October,California
Report,Class A,1987,Spring,March,Tennessee
Report,Class A,1987,Spring,March,Oklahoma
Report,Class A,1987,Spring,April,Florida
Report,Class B,1987,Spring,April,California
Report,Class A,1987,Summer,June,Wyoming
Report,Class A,1987,Summer,July,West Virginia
Report,Class A,1987,Summer,July,West Virginia
Report,Class A,1987,Summer,July,Washington
Report,Class B,1987,Summer,July,Washington
Report,Class A,1987,Summer,July,Tennessee
Report,Class A,1987,Summer,July,Tennessee
Report,Class A,1987,Summer,,Tennessee
Report,Class A,1987,Summer,July,South Carolina
Report,Class B,1987,Summer,June,Oregon
Report,Class B,1987,Summer,August,Oregon
Report,Class B,1987,Summer,July,North Carolina
Report,Class B,1987,Summer,September,New Jersey
Report,Class A,1987,Summer,August,Michigan
Report,Class A,1987,Summer,,Illinois
Report,Class A,1987,Summer,July,Georgia
Report,Class B,1987,Summer,June,Florida
Report,Class A,1987,Summer,,California
Report,Class B,1987,Summer,August,Alabama
Report,Class A,1987,Unknown,,Tennessee
Report,Class A,1987,Winter,March,Washington
Report,Class A,1987,Winter,,Texas
Report,Class A,1987,Winter,March,Ohio
Report,Class B,1987,Winter,March,North Carolina
Report,Class B,1987,Winter,,Idaho
Report,Class A,1986,Fall,August,Wyoming
Report,Class A,1986,Fall,September,Washington
Report,Class A,1986,Fall,September,Washington
Report,Class A,1986,Fall,,Washington
Report,Class A,1986,Fall,November,Texas
Report,Class A,1986,Fall,October,Texas
Report,Class A,1986,Fall,October,Tennessee
Report,Class A,1986,Fall,September,South Carolina
Report,Class A,1986,Fall,August,Oregon
Report,Class A,1986,Fall,October,Ohio
Report,Class B,1986,Fall,September,North Carolina
Report,Class A,1986,Fall,November,New York
Report,Class A,1986,Fall,October,Maine
Report,Class A,1986,Fall,November,Illinois
Report,Class A,1986,Fall,October,Georgia
Report,Class B,1986,Fall,September,Georgia
Report,Class B,1986,Fall,October,Colorado
Report,Class B,1986,Fall,September,California
Report,Class B,1986,Fall,September,Arkansas
Report,Class A,1986,Fall,October,Alabama
Report,Class B,1986,Spring,April,South Dakota
Report,Class B,1986,Spring,May,Missouri
Report,Class B,1986,Spring,May,Minnesota
Report,Class B,1986,Spring,June,Colorado
Report,Class B,1986,Summer,August,Washington
Report,Class A,1986,Summer,August,Washington
Report,Class B,1986,Summer,July,Utah
Report,Class A,1986,Summer,June,Tennessee
Report,Class A,1986,Summer,May,Tennessee
Report,Class A,1986,Summer,August,Oregon
Report,Class A,1986,Summer,August,Oklahoma
Report,Class A,1986,Summer,July,Ohio
Report,Class B,1986,Summer,July,Ohio
Report,Class A,1986,Summer,June,Missouri
Report,Class A,1986,Summer,,Missouri
Report,Class B,1986,Summer,July,Michigan
Report,Class A,1986,Summer,,Michigan
Report,Class A,1986,Summer,September,Michigan
Report,Class B,1986,Summer,July,Kentucky
Report,Class A,1986,Summer,June,Georgia
Report,Class A,1986,Summer,June,Georgia
Report,Class A,1986,Summer,July,Colorado
Report,Class A,1986,Summer,,California
Report,Class A,1986,Summer,June,California
Report,Class B,1986,Summer,August,California
Report,Class A,1986,Summer,June,California
Report,Class B,1986,Summer,July,California
Report,Class B,1986,Summer,July,California
Report,Class A,1986,Summer,July,Arkansas
Report,Class A,1986,Summer,June,Arkansas
Report,Class B,1986,Unknown,,Georgia
Report,Class A,1986,Unknown,,Florida
Report,Class A,1986,Winter,December,Washington
Report,Class A,1986,Winter,December,New Mexico
Report,Class A,1986,Winter,January,Missouri
Report,Class B,1986,Winter,January,Illinois
Report,Class B,1986,Winter,November,Illinois
Report,Class B,1986,Winter,November,Florida
Report,Class A,1985,Fall,September,Wyoming
Report,Class B,1985,Fall,October,Wisconsin
Report,Class A,1985,Fall,October,Tennessee
Report,Class A,1985,Fall,October,Minnesota
Report,Class B,1985,Fall,November,Michigan
Report,Class A,1985,Fall,September,Illinois
Report,Class A,1985,Fall,October,Idaho
Report,Class A,1985,Fall,,Florida
Report,Class A,1985,Fall,December,California
Report,Class B,1985,Fall,October,California
Report,Class B,1985,Fall,October,California
Report,Class B,1985,Fall,October,California
Report,Class A,1985,Fall,September,Arkansas
Report,Class B,1985,Spring,,Tennessee
Report,Class B,1985,Spring,May,New York
Report,Class B,1985,Spring,June,Maryland
Report,Class B,1985,Spring,February,Iowa
Report,Class A,1985,Spring,,Florida
Report,Class A,1985,Spring,May,Florida
Report,Class A,1985,Spring,,Colorado
Report,Class B,1985,Spring,,California
Report,Class C,1985,Spring,,California
Report,Class B,1985,Summer,July,West Virginia
Report,Class B,1985,Summer,June,Washington
Report,Class B,1985,Summer,July,Washington
Report,Class A,1985,Summer,June,Washington
Report,Class A,1985,Summer,,Washington
Report,Class B,1985,Summer,July,Washington
Report,Class B,1985,Summer,August,Virginia
Report,Class B,1985,Summer,July,Tennessee
Report,Class A,1985,Summer,,Tennessee
Report,Class A,1985,Summer,June,Tennessee
Report,Class A,1985,Summer,August,Ohio
Report,Class A,1985,Summer,June,Ohio
Report,Class A,1985,Summer,June,North Carolina
Report,Class A,1985,Summer,,Maine
Report,Class A,1985,Summer,July,Louisiana
Report,Class B,1985,Summer,July,Illinois
Report,Class A,1985,Summer,,Illinois
Report,Class A,1985,Summer,August,Idaho
Report,Class A,1985,Summer,September,Georgia
Report,Class B,1985,Summer,August,Florida
Report,Class B,1985,Summer,July,California
Report,Class A,1985,Summer,August,California
Report,Class B,1985,Summer,,California
Report,Class A,1985,Summer,July,Alabama
Report,Class B,1985,Unknown,,Alabama
Report,Class A,1985,Winter,December,Oregon
Report,Class A,1985,Winter,December,New York
Report,Class A,1985,Winter,February,Indiana
Report,Class A,1985,Winter,January,Illinois
Report,Class A,1985,Winter,December,Florida
Report,Class B,1985,Winter,November,Florida
Report,Class A,1984,Fall,,Washington
Report,Class A,1984,Fall,October,Washington
Report,Class A,1984,Fall,October,Washington
Report,Class A,1984,Fall,,Pennsylvania
Report,Class A,1984,Fall,November,Pennsylvania
Report,Class A,1984,Fall,November,Oregon
Report,Class A,1984,Fall,September,Nevada
Report,Class C,1984,Fall,October,Montana
Report,Class B,1984,Fall,October,Michigan
Report,Class A,1984,Fall,October,Michigan
Report,Class A,1984,Fall,October,Florida
Report,Class B,1984,Fall,September,Colorado
Report,Class A,1984,Spring,May,Washington
Report,Class A,1984,Spring,April,Virginia
Report,Class B,1984,Spring,May,Oregon
Report,Class A,1984,Spring,April,Arkansas
Report,Class A,1984,Summer,,Wisconsin
Report,Class A,1984,Summer,July,Washington
Report,Class A,1984,Summer,July,Washington
Report,Class A,1984,Summer,July,Washington
Report,Class B,1984,Summer,August,Washington
Report,Class B,1984,Summer,August,Washington
Report,Class A,1984,Summer,July,Washington
Report,Class B,1984,Summer,June,Virginia
Report,Class B,1984,Summer,August,Tennessee
Report,Class A,1984,Summer,August,Oregon
Report,Class A,1984,Summer,August,Oregon
Report,Class A,1984,Summer,July,Ohio
Report,Class A,1984,Summer,June,Missouri
Report,Class B,1984,Summer,July,Michigan
Report,Class A,1984,Summer,July,Maryland
Report,Class B,1984,Summer,August,Kansas
Report,Class A,1984,Summer,August,Indiana
Report,Class A,1984,Summer,,Illinois
Report,Class A,1984,Summer,July,Georgia
Report,Class A,1984,Summer,June,Florida
Report,Class A,1984,Summer,June,Florida
Report,Class A,1984,Summer,June,Colorado
Report,Class B,1984,Summer,August,California
Report,Class B,1984,Summer,August,California
Report,Class B,1984,Summer,August,California
Report,Class B,1984,Summer,August,California
Report,Class B,1984,Unknown,,Kansas
Report,Class A,1984,Winter,January,Wyoming
Report,Class B,1984,Winter,December,Washington
Report,Class A,1984,Winter,November,Vermont
Report,Class A,1984,Winter,January,Ohio
Report,Class B,1984,Winter,February,Michigan
Report,Class B,1984,Winter,January,Kentucky
Report,Class B,1984,Winter,November,Illinois
Report,Class A,1983,Fall,September,Washington
Report,Class B,1983,Fall,September,Washington
Report,Class B,1983,Fall,September,Washington
Report,Class A,1983,Fall,,Pennsylvania
Report,Class B,1983,Fall,October,Oklahoma
Report,Class B,1983,Fall,October,Ohio
Report,Class A,1983,Fall,November,Ohio
Report,Class B,1983,Fall,October,Ohio
Report,Class A,1983,Fall,October,North Carolina
Report,Class A,1983,Fall,November,North Carolina
Report,Class B,1983,Fall,October,Missouri
Report,Class A,1983,Fall,October,Missouri
Report,Class B,1983,Fall,November,Minnesota
Report,Class A,1983,Fall,October,Minnesota
Report,Class B,1983,Fall,November,Michigan
Report,Class A,1983,Fall,,Michigan
Report,Class A,1983,Fall,November,Michigan
Report,Class A,1983,Fall,October,Michigan
Report,Class A,1983,Fall,September,Kentucky
Report,Class A,1983,Fall,,Idaho
Report,Class A,1983,Fall,,California
Report,Class A,1983,Fall,,Alabama
Report,Class B,1983,Spring,March,Washington
Report,Class A,1983,Spring,May,Washington
Report,Class A,1983,Spring,May,Ohio
Report,Class A,1983,Spring,April,North Carolina
Report,Class A,1983,Spring,May,New York
Report,Class A,1983,Spring,May,New Mexico
Report,Class B,1983,Spring,May,New Jersey
Report,Class B,1983,Spring,,Missouri
Report,Class A,1983,Spring,October,California
Report,Class A,1983,Summer,July,Wisconsin
Report,Class C,1983,Summer,August,Washington
Report,Class B,1983,Summer,August,Washington
Report,Class A,1983,Summer,August,Texas
Report,Class A,1983,Summer,,Texas
Report,Class A,1983,Summer,,Texas
Report,Class B,1983,Summer,August,South Carolina
Report,Class B,1983,Summer,August,Oregon
Report,Class B,1983,Summer,,Ohio
Report,Class A,1983,Summer,July,New Jersey
Report,Class A,1983,Summer,September,Michigan
Report,Class A,1983,Summer,July,Iowa
Report,Class A,1983,Summer,July,Illinois
Report,Class B,1983,Summer,July,Florida
Report,Class B,1983,Summer,July,Florida
Report,Class B,1983,Summer,August,Florida
Report,Class B,1983,Summer,July,California
Report,Class C,1983,Unknown,,Arkansas
Report,Class A,1983,Winter,December,Texas
Report,Class B,1983,Winter,January,Georgia
Report,Class A,1983,Winter,November,Florida
Report,Class A,1983,Winter,January,California
Report,Class B,1983,Winter,October,Arkansas
Report,Class A,1983,Winter,December,Arizona
Report,Class A,1983,Winter,November,Alabama
Report,Class B,1982,Fall,November,Washington
Report,Class A,1982,Fall,October,Washington
Report,Class B,1982,Fall,October,Utah
Report,Class A,1982,Fall,November,Pennsylvania
Report,Class B,1982,Fall,September,Oregon
Report,Class A,1982,Fall,October,Oregon
Report,Class B,1982,Fall,October,Oklahoma
Report,Class A,1982,Fall,November,Ohio
Report,Class A,1982,Fall,October,North Carolina
Report,Class B,1982,Fall,November,New Mexico
Report,Class A,1982,Fall,,Montana
Report,Class A,1982,Fall,November,Missouri
Report,Class B,1982,Fall,November,Michigan
Report,Class A,1982,Fall,October,Michigan
Report,Class B,1982,Fall,September,Michigan
Report,Class A,1982,Fall,October,Kentucky
Report,Class A,1982,Fall,November,Kentucky
Report,Class A,1982,Fall,November,Iowa
Report,Class B,1982,Fall,September,Indiana
Report,Class B,1982,Fall,October,Arizona
Report,Class A,1982,Spring,June,Washington
Report,Class A,1982,Spring,June,Washington
Report,Class A,1982,Spring,April,Texas
Report,Class A,1982,Spring,March,Ohio
Report,Class A,1982,Spring,May,Missouri
Report,Class B,1982,Spring,May,Indiana
Report,Class A,1982,Spring,June,Idaho
Report,Class A,1982,Spring,June,Idaho
Report,Class A,1982,Spring,May,California
Report,Class A,1982,Spring,April,California
Report,Class A,1982,Summer,July,Washington
Report,Class A,1982,Summer,August,Washington
Report,Class B,1982,Summer,July,Washington
Report,Class B,1982,Summer,July,Washington
Report,Class A,1982,Summer,,Texas
Report,Class A,1982,Summer,August,Oregon
Report,Class A,1982,Summer,,Oregon
Report,Class A,1982,Summer,August,Oregon
Report,Class B,1982,Summer,June,Ohio
Report,Class B,1982,Summer,July,Ohio
Report,Class A,1982,Summer,,Montana
Report,Class B,1982,Summer,June,Missouri
Report,Class A,1982,Summer,July,Missouri
Report,Class B,1982,Summer,June,Michigan
Report,Class A,1982,Summer,June,Louisiana
Report,Class B,1982,Summer,August,Kentucky
Report,Class B,1982,Summer,June,Kansas
Report,Class B,1982,Summer,August,Indiana
Report,Class A,1982,Summer,August,California
Report,Class A,1982,Summer,July,California
Report,Class A,1982,Summer,August,California
Report,Class A,1982,Summer,August,California
Report,Class B,1982,Unknown,,Idaho
Report,Class A,1982,Unknown,,Georgia
Report,Class B,1982,Winter,January,Washington
Report,Class A,1982,Winter,November,Washington
Report,Class B,1982,Winter,December,Virginia
Report,Class A,1982,Winter,February,Texas
Report,Class A,1982,Winter,December,Texas
Report,Class A,1982,Winter,January,Oklahoma
Report,Class B,1982,Winter,November,Georgia
Report,Class A,1982,Winter,January,Florida
Report,Class A,1982,Winter,December,Colorado
Report,Class A,1981,Fall,September,Washington
Report,Class B,1981,Fall,,Washington
Report,Class A,1981,Fall,September,Virginia
Report,Class A,1981,Fall,November,Texas
Report,Class B,1981,Fall,October,Tennessee
Report,Class B,1981,Fall,October,Tennessee
Report,Class B,1981,Fall,October,New Jersey
Report,Class A,1981,Fall,September,New Jersey
Report,Class A,1981,Fall,September,Michigan
Report,Class A,1981,Fall,October,Indiana
Report,Class A,1981,Fall,August,Florida
Report,Class B,1981,Fall,October,Florida
Report,Class A,1981,Fall,October,Arkansas
Report,Class A,1981,Fall,November,Arizona
Report,Class B,1981,Spring,April,Wisconsin
Report,Class B,1981,Spring,June,Washington
Report,Class B,1981,Spring,May,Washington
Report,Class A,1981,Spring,,Texas
Report,Class B,1981,Spring,February,Tennessee
Report,Class B,1981,Spring,,Tennessee
Report,Class A,1981,Spring,,Oklahoma
Report,Class A,1981,Spring,,New Jersey
Report,Class A,1981,Spring,,Maryland
Report,Class A,1981,Summer,July,Wisconsin
Report,Class A,1981,Summer,August,Wisconsin
Report,Class A,1981,Summer,July,Washington
Report,Class A,1981,Summer,,South Carolina
Report,Class A,1981,Summer,July,Ohio
Report,Class B,1981,Summer,,Missouri
Report,Class B,1981,Summer,August,Mississippi
Report,Class A,1981,Summer,July,Louisiana
Report,Class A,1981,Summer,June,Indiana
Report,Class B,1981,Summer,August,Idaho
Report,Class A,1981,Summer,July,Idaho
Report,Class B,1981,Summer,August,Florida
Report,Class A,1981,Summer,August,Florida
Report,Class B,1981,Summer,June,California
Report,Class B,1981,Summer,August,California
Report,Class B,1981,Summer,August,California
Report,Class B,1981,Summer,July,California
Report,Class A,1981,Summer,,Arkansas
Report,Class A,1981,Summer,August,Arizona
Report,Class A,1981,Unknown,,Tennessee
Report,Class A,1981,Unknown,,Colorado
Report,Class B,1981,Winter,January,Ohio
Report,Class A,1981,Winter,January,New York
Report,Class B,1981,Winter,,Montana
Report,Class A,1981,Winter,February,Kentucky
Report,Class B,1981,Winter,February,Iowa
Report,Class B,1981,Winter,December,Indiana
Report,Class B,1981,Winter,November,Florida
Report,Class C,1981,Winter,February,California
Report,Class B,1980,Fall,October,Wyoming
Report,Class C,1980,Fall,September,Texas
Report,Class A,1980,Fall,August,Oregon
Report,Class A,1980,Fall,October,Oregon
Report,Class B,1980,Fall,October,Oregon
Report,Class A,1980,Fall,October,Ohio
Report,Class B,1980,Fall,October,New Jersey
Report,Class A,1980,Fall,October,Missouri
Report,Class B,1980,Fall,November,Minnesota
Report,Class A,1980,Fall,November,Michigan
Report,Class A,1980,Fall,September,Michigan
Report,Class B,1980,Fall,October,Louisiana
Report,Class A,1980,Fall,October,Louisiana
Report,Class A,1980,Fall,October,Louisiana
Report,Class A,1980,Fall,October,Kentucky
Report,Class A,1980,Fall,October,Kentucky
Report,Class A,1980,Fall,October,Idaho
Report,Class B,1980,Fall,September,Idaho
Report,Class A,1980,Fall,October,California
Report,Class B,1980,Fall,September,California
Report,Class A,1980,Fall,November,Alabama
Report,Class B,1980,Spring,May,Washington
Report,Class B,1980,Spring,,Washington
Report,Class A,1980,Spring,May,Washington
Report,Class A,1980,Spring,April,Washington
Report,Class A,1980,Spring,May,Washington
Report,Class B,1980,Spring,June,Ohio
Report,Class C,1980,Spring,,Montana
Report,Class B,1980,Spring,March,Iowa
Report,Class A,1980,Spring,April,Illinois
Report,Class A,1980,Spring,,Florida
Report,Class A,1980,Spring,August,California
Report,Class B,1980,Spring,May,California
Report,Class A,1980,Spring,April,California
Report,Class B,1980,Summer,,West Virginia
Report,Class B,1980,Summer,August,Washington
Report,Class B,1980,Summer,September,Washington
Report,Class B,1980,Summer,August,Virginia
Report,Class A,1980,Summer,September,Texas
Report,Class A,1980,Summer,June,Tennessee
Report,Class B,1980,Summer,July,Pennsylvania
Report,Class A,1980,Summer,,Oregon
Report,Class B,1980,Summer,July,Oregon
Report,Class B,1980,Summer,July,Oregon
Report,Class A,1980,Summer,July,Ohio
Report,Class A,1980,Summer,August,Ohio
Report,Class A,1980,Summer,August,Ohio
Report,Class A,1980,Summer,July,Ohio
Report,Class A,1980,Summer,August,New York
Report,Class A,1980,Summer,July,New Mexico
Report,Class A,1980,Summer,September,Nevada
Report,Class B,1980,Summer,June,Michigan
Report,Class A,1980,Summer,August,Michigan
Report,Class A,1980,Summer,,Louisiana
Report,Class A,1980,Summer,July,Louisiana
Report,Class A,1980,Summer,July,Kansas
Report,Class A,1980,Summer,June,Indiana
Report,Class A,1980,Summer,July,Idaho
Report,Class A,1980,Summer,July,Florida
Report,Class B,1980,Summer,July,Florida
Report,Class A,1980,Summer,July,Florida
Report,Class B,1980,Summer,June,Florida
Report,Class A,1980,Summer,May,California
Report,Class B,1980,Summer,August,California
Report,Class B,1980,Summer,June,Arkansas
Report,Class A,1980,Summer,June,Arkansas
Report,Class B,1980,Unknown,,Washington
Report,Class A,1980,Unknown,June,Washington
Report,Class A,1980,Unknown,January,Washington
Report,Class A,1980,Unknown,,Texas
Report,Class A,1980,Unknown,,Nebraska
Report,Class C,1980,Unknown,,Illinois
Report,Class B,1980,Winter,December,Virginia
Report,Class A,1980,Winter,December,Texas
Report,Class A,1980,Winter,February,Oregon
Report,Class B,1980,Winter,,Missouri
Report,Class B,1980,Winter,,Missouri
Report,Class A,1980,Winter,November,Kentucky
Report,Class A,1980,Winter,January,Illinois
Report,Class A,1980,Winter,December,Illinois
Report,Class A,1980,Winter,,Colorado
Report,Class B,1980,Winter,February,California
Report,Class A,1980,Winter,January,Alabama
Report,Class A,1979,Fall,October,Wisconsin
Report,Class A,1979,Fall,August,Wisconsin
Report,Class A,1979,Fall,November,Texas
Report,Class B,1979,Fall,,Oregon
Report,Class A,1979,Fall,September,Oklahoma
Report,Class B,1979,Fall,October,Ohio
Report,Class A,1979,Fall,November,New York
Report,Class A,1979,Fall,,Nebraska
Report,Class A,1979,Fall,October,Mississippi
Report,Class A,1979,Fall,October,Michigan
Report,Class B,1979,Fall,October,Michigan
Report,Class A,1979,Fall,November,Indiana
Report,Class B,1979,Fall,November,Idaho
Report,Class B,1979,Fall,,Florida
Report,Class B,1979,Fall,September,California
Report,Class B,1979,Fall,October,California
Report,Class A,1979,Fall,September,Alabama
Report,Class A,1979,Spring,April,Washington
Report,Class A,1979,Spring,April,Texas
Report,Class A,1979,Spring,,Tennessee
Report,Class A,1979,Spring,May,Ohio
Report,Class A,1979,Spring,June,Illinois
Report,Class A,1979,Spring,May,California
Report,Class A,1979,Spring,May,California
Report,Class A,1979,Summer,May,Wisconsin
Report,Class A,1979,Summer,August,West Virginia
Report,Class B,1979,Summer,July,Washington
Report,Class A,1979,Summer,August,Texas
Report,Class A,1979,Summer,,Texas
Report,Class A,1979,Summer,September,Texas
Report,Class B,1979,Summer,,Oregon
Report,Class B,1979,Summer,July,Ohio
Report,Class A,1979,Summer,August,New York
Report,Class A,1979,Summer,,New Jersey
Report,Class B,1979,Summer,,New Jersey
Report,Class B,1979,Summer,July,Nebraska
Report,Class A,1979,Summer,August,Missouri
Report,Class A,1979,Summer,June,Michigan
Report,Class B,1979,Summer,,Michigan
Report,Class B,1979,Summer,July,Massachusetts
Report,Class A,1979,Summer,,Louisiana
Report,Class B,1979,Summer,September,Indiana
Report,Class A,1979,Summer,August,Illinois
Report,Class A,1979,Summer,August,Florida
Report,Class B,1979,Summer,July,California
Report,Class A,1979,Summer,June,Arkansas
Report,Class B,1979,Summer,June,Arizona
Report,Class A,1979,Summer,September,Alabama
Report,Class A,1979,Unknown,,Wisconsin
Report,Class A,1979,Unknown,,North Carolina
Report,Class B,1979,Unknown,,Louisiana
Report,Class A,1979,Winter,December,Washington
Report,Class B,1979,Winter,November,Washington
Report,Class A,1979,Winter,,Tennessee
Report,Class A,1979,Winter,January,Pennsylvania
Report,Class A,1979,Winter,December,Nebraska
Report,Class A,1979,Winter,,Montana
Report,Class A,1979,Winter,January,Michigan
Report,Class A,1979,Winter,February,Idaho
Report,Class A,1979,Winter,December,Georgia
Report,Class A,1979,Winter,January,California
Report,Class A,1979,Winter,October,California
Report,Class B,1978,Fall,October,Wisconsin
Report,Class A,1978,Fall,November,West Virginia
Report,Class A,1978,Fall,November,Washington
Report,Class B,1978,Fall,October,Utah
Report,Class B,1978,Fall,October,Texas
Report,Class B,1978,Fall,,Oregon
Report,Class B,1978,Fall,,Oregon
Report,Class B,1978,Fall,,Ohio
Report,Class B,1978,Fall,September,Ohio
Report,Class A,1978,Fall,September,Ohio
Report,Class B,1978,Fall,October,Montana
Report,Class A,1978,Fall,November,Minnesota
Report,Class B,1978,Fall,September,Minnesota
Report,Class B,1978,Fall,November,Minnesota
Report,Class A,1978,Fall,November,Michigan
Report,Class A,1978,Fall,September,Michigan
Report,Class A,1978,Fall,,Kentucky
Report,Class B,1978,Fall,November,Kentucky
Report,Class A,1978,Fall,November,Iowa
Report,Class A,1978,Fall,September,Iowa
Report,Class A,1978,Fall,October,Illinois
Report,Class B,1978,Fall,October,California
Report,Class B,1978,Fall,September,California
Report,Class A,1978,Fall,October,Alabama
Report,Class A,1978,Spring,May,Wyoming
Report,Class B,1978,Spring,April,Washington
Report,Class A,1978,Spring,April,Washington
Report,Class B,1978,Spring,May,Texas
Report,Class A,1978,Spring,April,Massachusetts
Report,Class A,1978,Spring,April,Illinois
Report,Class B,1978,Spring,April,Illinois
Report,Class B,1978,Spring,,Illinois
Report,Class B,1978,Spring,,Illinois
Report,Class B,1978,Spring,,California
Report,Class A,1978,Spring,June,California
Report,Class B,1978,Spring,,California
Report,Class A,1978,Spring,,Alabama
Report,Class B,1978,Summer,August,Washington
Report,Class A,1978,Summer,June,Washington
Report,Class A,1978,Summer,,Washington
Report,Class B,1978,Summer,August,Washington
Report,Class B,1978,Summer,July,Virginia
Report,Class A,1978,Summer,August,Virginia
Report,Class B,1978,Summer,August,Utah
Report,Class A,1978,Summer,,South Carolina
Report,Class A,1978,Summer,,Rhode Island
Report,Class A,1978,Summer,August,Pennsylvania
Report,Class A,1978,Summer,August,Oregon
Report,Class A,1978,Summer,June,Oregon
Report,Class A,1978,Summer,August,Oregon
Report,Class B,1978,Summer,June,Oregon
Report,Class B,1978,Summer,July,Oregon
Report,Class A,1978,Summer,June,Ohio
Report,Class A,1978,Summer,June,Ohio
Report,Class A,1978,Summer,August,Ohio
Report,Class A,1978,Summer,,Ohio
Report,Class A,1978,Summer,August,North Carolina
Report,Class A,1978,Summer,July,New Jersey
Report,Class A,1978,Summer,July,Montana
Report,Class B,1978,Summer,July,Montana
Report,Class B,1978,Summer,July,Missouri
Report,Class A,1978,Summer,July,Minnesota
Report,Class A,1978,Summer,July,Michigan
Report,Class A,1978,Summer,,Michigan
Report,Class C,1978,Summer,,Louisiana
Report,Class A,1978,Summer,August,Kentucky
Report,Class A,1978,Summer,July,Kansas
Report,Class A,1978,Summer,July,Kansas
Report,Class B,1978,Summer,,Indiana
Report,Class A,1978,Summer,,Illinois
Report,Class B,1978,Summer,,Illinois
Report,Class A,1978,Summer,June,Georgia
Report,Class A,1978,Summer,June,Georgia
Report,Class A,1978,Summer,July,Florida
Report,Class B,1978,Summer,,Florida
Report,Class A,1978,Summer,September,Colorado
Report,Class A,1978,Summer,July,California
Report,Class A,1978,Summer,May,Arkansas
Report,Class B,1978,Unknown,,Texas
Report,Class B,1978,Unknown,,Louisiana
Report,Class A,1978,Unknown,,Kansas
Report,Class A,1978,Winter,December,Oregon
Report,Class A,1978,Winter,February,Ohio
Report,Class A,1978,Winter,January,Ohio
Report,Class B,1978,Winter,December,Missouri
Report,Class B,1978,Winter,December,Missouri
Report,Class A,1978,Winter,February,Kansas
Report,Class A,1978,Winter,January,Florida
Report,Class B,1978,Winter,December,California
Report,Class B,1978,Winter,December,California
Report,Class A,1977,Fall,October,Washington
Report,Class B,1977,Fall,October,Washington
Report,Class A,1977,Fall,October,Utah
Report,Class B,1977,Fall,August,Utah
Report,Class A,1977,Fall,September,Utah
Report,Class B,1977,Fall,September,Texas
Report,Class A,1977,Fall,October,Texas
Report,Class A,1977,Fall,,Pennsylvania
Report,Class B,1977,Fall,,Ohio
Report,Class B,1977,Fall,September,Minnesota
Report,Class A,1977,Fall,October,Michigan
Report,Class A,1977,Fall,September,Michigan
Report,Class A,1977,Fall,November,Louisiana
Report,Class A,1977,Fall,November,Kansas
Report,Class A,1977,Fall,August,Iowa
Report,Class B,1977,Fall,September,Iowa
Report,Class A,1977,Fall,September,Illinois
Report,Class B,1977,Fall,October,Illinois
Report,Class B,1977,Fall,September,Illinois
Report,Class A,1977,Fall,October,Idaho
Report,Class A,1977,Fall,November,Florida
Report,Class A,1977,Fall,October,Florida
Report,Class A,1977,Fall,October,Florida
Report,Class B,1977,Fall,October,California
Report,Class A,1977,Fall,,Arkansas
Report,Class B,1977,Spring,May,Oregon
Report,Class A,1977,Spring,March,Oregon
Report,Class A,1977,Spring,May,Ohio
Report,Class B,1977,Spring,May,North Carolina
Report,Class A,1977,Spring,,New Jersey
Report,Class B,1977,Spring,March,Missouri
Report,Class A,1977,Spring,,Mississippi
Report,Class A,1977,Spring,June,Indiana
Report,Class A,1977,Spring,August,California
Report,Class A,1977,Summer,August,Washington
Report,Class A,1977,Summer,August,Washington
Report,Class A,1977,Summer,July,Washington
Report,Class A,1977,Summer,August,Washington
Report,Class B,1977,Summer,,Texas
Report,Class A,1977,Summer,August,Texas
Report,Class A,1977,Summer,August,Texas
Report,Class B,1977,Summer,June,Texas
Report,Class A,1977,Summer,July,Pennsylvania
Report,Class A,1977,Summer,August,Pennsylvania
Report,Class B,1977,Summer,,Oregon
Report,Class B,1977,Summer,,Oregon
Report,Class B,1977,Summer,,Oklahoma
Report,Class A,1977,Summer,,Ohio
Report,Class A,1977,Summer,August,North Carolina
Report,Class A,1977,Summer,,New Jersey
Report,Class A,1977,Summer,July,New Jersey
Report,Class B,1977,Summer,August,New Jersey
Report,Class A,1977,Summer,August,Montana
Report,Class A,1977,Summer,,Montana
Report,Class A,1977,Summer,August,Missouri
Report,Class A,1977,Summer,September,Missouri
Report,Class A,1977,Summer,,Missouri
Report,Class B,1977,Summer,June,Minnesota
Report,Class A,1977,Summer,,Maryland
Report,Class A,1977,Summer,July,Kentucky
Report,Class B,1977,Summer,,Georgia
Report,Class A,1977,Summer,May,Colorado
Report,Class A,1977,Summer,July,Colorado
Report,Class B,1977,Summer,July,California
Report,Class A,1977,Summer,July,California
Report,Class B,1977,Summer,,California
Report,Class B,1977,Summer,August,California
Report,Class B,1977,Summer,July,California
Report,Class A,1977,Summer,July,Arizona
Report,Class B,1977,Summer,June,Arizona
Report,Class B,1977,Unknown,,Washington
